compression_capacity,conversion_trains_number,electrolyser_capacity,fuelcell_capacity,hydrogen_storage_capacity,renewable_energy_capacity,vector_storage_capacity
0.0968610561,0.6163204126,0.8177347705,0.2451018868,0.8903701911,0.7960505830,0.6083692778
0.5916339345,0.3969076267,0.2991826124,0.7777348207,0.2411382319,0.3462736215,0.2526865425
0.7600182863,0.9531121356,0.6634690426,0.4364805790,0.4206175311,0.1871602787,0.9784228811
0.3014868777,0.0454669222,0.2035093755,0.5863408251,0.7108444041,0.7364067808,0.1307360213
0.3215122158,0.7234552139,0.7384721190,0.8385413140,0.3067423757,0.5473043555,0.5357669564
0.8669461850,0.2555053327,0.1281229220,0.1838070508,0.5657173488,0.1228137407,0.3208925445
0.5315849660,0.8400321584,0.7715231068,0.5299288910,0.7764349692,0.4071717029,0.9099120628
0.0299570113,0.1848264160,0.3447667584,0.4924042895,0.0959472656,0.9817044921,0.2026668349
0.1506280368,0.9301462192,0.0350367622,0.2668900173,0.1459067808,0.6630300414,0.7560053738
0.6609077193,0.0869522253,0.5828857953,0.7420306876,0.9806874180,0.2297486039,0.1036314387
0.9876234056,0.5005810605,0.4393024901,0.0832696408,0.6761627039,0.3031627387,0.6261966061
0.4508411717,0.4706194904,0.9285590323,0.9256357308,0.4503869144,0.8708577780,0.4814518550
0.4760624040,0.5431193616,0.1819541398,0.3820392601,0.8296613069,0.2143954812,0.0047842413
0.9624257842,0.4505204307,0.7005100455,0.5953682307,0.0398082593,0.6466982663,0.8524100920
0.6387380287,0.8952919403,0.3363418858,0.1906526405,0.3599617993,0.8232858004,0.3788824407
0.1727736844,0.1149488706,0.7963054050,0.7867700346,0.5095523549,0.2565651219,0.7341379486
0.0512414686,0.8599178018,0.6069356790,0.9500284512,0.7489033025,0.0752397813,0.2874774188
0.5102630695,0.1425630432,0.0258794604,0.0412949808,0.3825121690,0.5007086908,0.5726027926
0.8409007248,0.6957334373,0.8903528107,0.6336497776,0.2186733671,0.9663495366,0.1577131776
0.3475945937,0.2901462549,0.4928895747,0.3576889876,0.9128195867,0.3908417905,0.9504682086
0.2797138710,0.9719373211,0.9657545304,0.1059767613,0.0735134119,0.3304320499,0.3556832066
0.7818281958,0.0021430356,0.4179017497,0.8848584509,0.7989153462,0.7811838491,0.5000006855
0.6162142828,0.5894913068,0.5613667844,0.2895892104,0.6038072286,0.6902993377,0.2296442501
0.0722432537,0.4324411564,0.0721063903,0.7012612158,0.2686680248,0.1400746601,0.8819571314
0.2005961500,0.6874188213,0.2609725762,0.5384679278,0.4728589598,0.4422495803,0.0768981865
0.7378685763,0.3423804194,0.8713256698,0.4394277865,0.6537052300,0.8842143677,0.7837161422
0.9101739433,0.7568766214,0.2275554445,0.8470882783,0.9426204413,0.5823822180,0.4469053559
0.4013610082,0.2250706470,0.6543155555,0.1308227396,0.1840193234,0.0253236014,0.6617187141
0.3758623432,0.6365542645,0.7589809671,0.3604802703,0.6942800637,0.1562492903,0.3953671809
0.9356414797,0.3541512582,0.3732409514,0.6481810221,0.4371361528,0.7053747075,0.7430543238
0.7280873992,0.8000066858,0.7295317762,0.0519352490,0.2265403681,0.7651320025,0.0193053680
0.2104091113,0.2053478183,0.1523849666,0.9567412576,0.9049528539,0.3152338965,0.8749878500
0.0819332153,0.9604408760,0.4676548662,0.8073757226,0.8530402230,0.0092697898,0.1780908164
0.6065542577,0.0527937571,0.9158945689,0.2152015409,0.0164285386,0.5671860296,0.9632774824
0.8071746472,0.6090002405,0.0594206536,0.6238386249,0.3208314320,0.9003871521,0.2981056469
0.2543382579,0.3895855453,0.5740677463,0.3987539420,0.5486823944,0.4573267959,0.5912876520
0.3690938037,0.8170779264,0.1089425134,0.1509470586,0.4649847765,0.2716423692,0.2461137259
0.8193721147,0.1618740894,0.5239794040,0.8711419813,0.6615800392,0.8394585531,0.8908582535
0.5162278600,0.7463989407,0.3883917043,0.4674029835,0.9972517565,0.6315020500,0.3702195827
0.0453063762,0.2784509687,0.9948353888,0.5547012407,0.1293881573,0.1983416975,0.5225937115
0.1669615805,0.5235333852,0.6800385118,0.7045319565,0.1126356432,0.3756437246,0.4672982479
0.6445816783,0.4935737243,0.2025019340,0.3046175558,0.7597924294,0.9502976025,0.6745432522
0.9410182629,0.9072005851,0.8382727243,0.8959958199,0.5804354353,0.5157839693,0.0875111464
0.4974385584,0.0640084967,0.2943287566,0.1131690256,0.2920396095,0.0914145028,0.8023857521
0.4606518941,0.8869861588,0.5331364712,0.5693893787,0.9293706352,0.9978775149,0.7150993682
0.9778438117,0.1066449983,0.0848928718,0.4077891558,0.2021376388,0.4222486801,0.4223446203
0.6863730242,0.5514146676,0.9412485464,0.7529344037,0.3971234439,0.1067601675,0.8392216181
0.1251309477,0.4588176422,0.4265976911,0.2242289465,0.7343378654,0.5321079288,0.0540959910
0.0045829220,0.7040373115,0.2404637728,0.0126306489,0.5242875461,0.8548061699,0.9987995662
0.5569291189,0.2984520346,0.6262075361,0.9789522570,0.3452723231,0.2879643468,0.1435443414
0.8572876761,0.8516205885,0.2695467006,0.3211677428,0.0564794093,0.2459234726,0.6189984595
0.3311998863,0.1342677390,0.8466973621,0.6703998297,0.8130053543,0.6781051727,0.2713723555
0.2955497252,0.5655628946,0.3196502943,0.9186950130,0.1694080504,0.6133008115,0.9263805849
0.7659848388,0.4085108386,0.7971907686,0.0723995538,0.9571858803,0.0563633433,0.2115670033
0.5701032719,0.9958609501,0.1615382191,0.7272390770,0.6371541834,0.4731605519,0.5503042862
0.1183620207,0.0260647554,0.7054859493,0.2638402758,0.4893946899,0.9152464280,0.3434865242
0.2476838483,0.7808069410,0.8911163276,0.4759499477,0.2519968729,0.7212103261,0.6465885444
0.6907733604,0.2489990573,0.4760756893,0.5017169295,0.6204631794,0.1711067334,0.4942754395
0.8953147689,0.6634970997,0.6120333998,0.1594860954,0.7841801532,0.3613506304,0.7666192874
0.4162279237,0.3184567923,0.0055858633,0.8181654783,0.0882028863,0.8122235741,0.1223020023
0.4126593871,0.5959870946,0.5896405745,0.0678084036,0.4274638770,0.6715373415,0.1643887740
0.8988453820,0.3781440528,0.0437396150,0.9101063246,0.7001069179,0.2207835177,0.9418244073
0.7031159112,0.9635405922,0.9315894153,0.2513453672,0.8952121669,0.3116700612,0.2961823465
0.2353796382,0.0584416930,0.4520959500,0.7265542662,0.2323140400,0.8618927142,0.5658663083
0.1148240166,0.8114137845,0.1368106818,0.5142159173,0.0261656791,0.5558115439,0.3855737131
0.5736644175,0.2183265742,0.7452114774,0.4766384279,0.8472706340,0.1138487812,0.7255088696
0.7782969167,0.6308720578,0.3575447677,0.8227601191,0.5583506469,0.4156788988,0.0134744467
0.2832150422,0.3510172674,0.7745384267,0.1680788035,0.3150081839,0.9727395400,0.8456579316
0.3432678236,0.9191227257,0.3100216975,0.4207761306,0.6713131284,0.7875433946,0.4380325237
0.8451971337,0.0745726107,0.8227195321,0.5705663152,0.4592187656,0.3552385811,0.6686535012
0.5536352554,0.5212957924,0.2180728568,0.2293121628,0.1390680941,0.1786530828,0.0699022133
0.0078999270,0.4890015312,0.6643631971,0.7620152179,0.9914173046,0.7453717329,0.7926499220
0.1372293578,0.7358692242,0.9791449253,0.9738731198,0.7501165755,0.9227908235,0.2207557419
0.6743129548,0.2665632144,0.4039472546,0.0035535041,0.1184665486,0.4973239424,0.8888771962
0.9745194158,0.8216843866,0.5084108394,0.6574163456,0.2823101263,0.0316810608,0.3487019558
0.4639383666,0.1641459605,0.1246203054,0.3199948259,0.5861974228,0.6071908353,0.5089501413
0.4861107022,0.8494588276,0.8623903589,0.8625495415,0.1922784261,0.4507263629,0.9695345126
0.9523840426,0.1295577548,0.2539934451,0.1463521495,0.9352622926,0.8752187639,0.1376561848
0.6490886454,0.7160362378,0.6417783955,0.5540125519,0.7245475408,0.5908590229,0.6013881704
0.1624162728,0.3088793112,0.2247885140,0.4549042042,0.4030687604,0.0163280200,0.2616360933
0.0339479875,0.5560978837,0.4109070450,0.3053021580,0.3550666710,0.3389087208,0.6897428893
0.5275631072,0.4609526461,0.9568042718,0.7170270737,0.5183386235,0.7721883720,0.4203640847
0.8239095546,0.8765322445,0.0693244822,0.1217579823,0.8228681134,0.6987760160,0.8177037081
0.3645789688,0.0946194232,0.5488140807,0.9005867019,0.0505836690,0.1310791904,0.0404511541
0.2586315572,0.6667346070,0.0211586282,0.6493542073,0.9669838026,0.0667631105,0.6328877388
0.8029039530,0.3240288962,0.5963524170,0.3734634863,0.1634550728,0.5097041680,0.4728226773
0.5954400096,0.7679306325,0.4917705916,0.9658181937,0.4992462415,0.9578728583,0.7646954358
0.0930243218,0.2374807792,0.8755573481,0.0570145948,0.6312701236,0.3998372601,0.0968791833
0.2146719377,0.9903156105,0.6899118396,0.2061205180,0.6106080217,0.2059186986,0.9165875195
0.7237862321,0.0228540087,0.1772177378,0.8022927148,0.2578849560,0.6556938700,0.1940229349
0.9245577641,0.5771078141,0.7814944023,0.3975772737,0.0784008810,0.8148089955,0.5444717407
0.3869839823,0.4214137923,0.3352079289,0.6108513819,0.7901366772,0.2655607034,0.3141559651
0.3968273513,0.9396174252,0.1879504388,0.8802065598,0.3315706765,0.3847603109,0.6102930997
0.9146849355,0.0345204351,0.6791638536,0.0974489329,0.5418339921,0.9416998075,0.2781093912
0.7492231186,0.6199150151,0.2835015384,0.6888270481,0.8618628355,0.5249005631,0.9921237165
0.1892646896,0.4020738788,0.8333075782,0.2888435395,0.0115887979,0.0828167154,0.1521887537
0.0677401293,0.6547933174,0.5230891723,0.4518654449,0.2470301576,0.2807590673,0.8305320535
0.6207558075,0.3749404326,0.0943760704,0.5392176183,0.8805112466,0.8308606315,0.0608478682
0.7931522653,0.7874839567,0.9898552652,0.1354787098,0.7167895120,0.6406187704,0.7084086770
0.2683519376,0.1943986556,0.3775489423,0.8556197761,0.4108269978,0.1897437982,0.4309732374
0.3586745225,0.5130000245,0.9128836785,0.6082944646,0.5716052232,0.0001530917,0.7736156331
0.8297829321,0.4807038577,0.4548733886,0.3832770567,0.2968870094,0.5757839512,0.1133677308
0.5060040858,0.9274289990,0.5673325788,0.7919139918,0.1019040579,0.8912704317,0.6554616895
0.0555388527,0.0828769747,0.0507296640,0.1996725947,0.7666332321,0.4659246951,0.4873399818
0.1838840861,0.8299820619,0.3604445299,0.0361545142,0.9747347087,0.1471327040,0.5572848367
0.6276507089,0.1724417266,0.7559545068,0.9410125166,0.1557049714,0.7139725024,0.3345374111
0.9581362680,0.7275648583,0.1436784370,0.3447668329,0.4445026461,0.7560154088,0.9352685716
0.4803292556,0.2582569430,0.7227816349,0.6324156504,0.6860140469,0.3238316840,0.2046473408
0.4385329401,0.6930920193,0.4772142768,0.1752753444,0.0340384021,0.7302963948,0.3050863221
0.9999543019,0.2859331835,0.9059236459,0.8338855524,0.8393981792,0.1624784209,0.5823386526
0.6644419404,0.8724135216,0.0103261806,0.4916548673,0.5037293155,0.3704367066,0.1869789315
0.1470707338,0.1525105434,0.6226286367,0.5174909644,0.3696302604,0.8035952691,0.9563579299
0.0176182473,0.8994783703,0.8119829940,0.7427766267,0.3883392317,0.6223869920,0.0263018385
0.5438853297,0.1175636435,0.3207734609,0.2793239169,0.7392312353,0.0477349041,0.8660536921
0.8705108790,0.5331450971,0.7160657356,0.9341633506,0.9185929904,0.4822467547,0.4042404545
0.3179853857,0.4379979502,0.1662634732,0.0879217405,0.2089324119,0.9066180112,0.7361189760
0.3048074311,0.7606090447,0.6387565555,0.3367119068,0.8047459833,0.8457199894,0.0788214570
0.7567355968,0.2301610969,0.2432503114,0.6858767411,0.0638372898,0.2965927860,0.8091375157
0.5795393111,0.6740609780,0.8556446517,0.0280923760,0.2744302209,0.2368372697,0.4606074281
0.1089172792,0.3313571764,0.2765453206,0.9944811771,0.5940779541,0.6867335895,0.6831717594
0.2295959527,0.5844274946,0.0876639858,0.7687151348,0.6479394278,0.9887914462,0.3615140980
0.7088697199,0.4287353819,0.5456703939,0.2399576614,0.4825922577,0.4308769926,0.5293306336
0.8774052141,0.9829873322,0.4335812442,0.5851028198,0.1781846033,0.0976740913,0.2394377477
0.4341287762,0.0155276358,0.9501803815,0.4235545537,0.9523001099,0.5407362338,0.8995025558
0.4374398114,0.9817311103,0.6766310679,0.8579644430,0.7076993389,0.2930474468,0.0346854040
0.8760184478,0.0119349156,0.1912781084,0.1328859664,0.4199176794,0.8453628784,0.8278676849
0.7095853155,0.5836600345,0.8348652134,0.5415078066,0.2398845265,0.6841648016,0.4107493330
0.2269565202,0.4266079785,0.2831049981,0.4493274186,0.8876554789,0.2355036372,0.6959357383
0.1064013718,0.6737207491,0.0967269242,0.2865570448,0.8709606007,0.4322107462,0.2509870538
0.5801342875,0.3286804417,0.5195800774,0.6913539860,0.0024904646,0.9913601130,0.6066698115
0.7554694945,0.7588034915,0.3761760630,0.0950929392,0.3387086410,0.5410934659,0.1309706438
0.3079949860,0.2269956078,0.9904361144,0.8828027584,0.5346973669,0.1012193095,0.9786575260
0.3192198249,0.5333789801,0.4554525688,0.6301206937,0.4516391894,0.1618732801,0.3235876095
0.8672916573,0.4407819547,0.9115086533,0.3473019982,0.6788759856,0.7269914858,0.5384619990
0.5464334404,0.9011766165,0.0472184233,0.9386649886,0.9838329600,0.8020135174,0.1994835110
0.0170554705,0.1208354561,0.5696817636,0.0387424892,0.1466071093,0.3681083787,0.9067287166
0.1463844208,0.8735624664,0.7555562975,0.2020238200,0.0947598629,0.0500633493,0.1033816170
0.6671106517,0.1562096169,0.3620000193,0.7893149322,0.7737788856,0.6239686264,0.7557555297
0.9966144050,0.6937531633,0.7261071587,0.3855606904,0.5625145789,0.9099230375,0.4831665428
0.4398908410,0.2881678864,0.1411439823,0.6057627583,0.3059772048,0.4828517782,0.6279112715
0.4771999028,0.7293398902,0.9023515899,0.0865536360,0.9120582230,0.5763890045,0.8546016542
0.9593423204,0.2613919182,0.4795022141,0.9357795315,0.2154667899,0.0034580883,0.0069758259
0.6267496310,0.8302917769,0.6232686099,0.2780102910,0.3798599225,0.4675062997,0.7304815203
0.1867080620,0.1750879399,0.0090124402,0.7443380905,0.7477120627,0.8935989067,0.3752260348
0.0582402423,0.9281659452,0.3240381842,0.5188008966,0.5102564907,0.7116441447,0.5718798665
0.5052245660,0.0849738568,0.8093872769,0.4901044918,0.3631035341,0.1455509821,0.2867545150
0.8308673520,0.5142257251,0.1659260420,0.8352649836,0.0425253781,0.3205268048,0.9516793936
0.3556676814,0.4842660641,0.7176825246,0.1736557083,0.8309097448,0.7554102382,0.1589243850
0.2672982272,0.7868533339,0.2448687693,0.4248729479,0.1866730005,0.9452450555,0.5036723129
0.7961898195,0.1921944665,0.6384212701,0.5835442171,0.9438131116,0.3851175131,0.3593548117
0.6180231683,0.6536748866,0.2739517493,0.2413286269,0.6544661168,0.0853853524,0.8797503700
0.0684884032,0.3712718803,0.8589110440,0.7671037223,0.4760650601,0.5262343464,0.2274374664
0.1901355311,0.6182472827,0.5443583224,0.9931065142,0.2659494756,0.8295269692,0.7824897580
0.7463689102,0.3988325875,0.0883061048,0.0297148731,0.6025573602,0.2781903092,0.0756717799
0.9178441036,0.9394140635,0.9524704646,0.6845696699,0.7982116872,0.1893867170,0.6624568393
0.3956511179,0.0317669446,0.4300108571,0.3382670507,0.0703721540,0.6370734014,0.4476434588
0.3898696695,0.5753613925,0.0462739319,0.1706140861,0.5493830284,0.5100603998,0.7452458339
0.9235963309,0.4183112420,0.5863142274,0.8204652797,0.3239772646,0.0703092990,0.3975586984
0.7249309719,0.9900345057,0.4505396076,0.4792262819,0.0191426026,0.4011701029,0.8713314887
0.2116033463,0.0202402202,0.9319875166,0.5118682683,0.8542932654,0.9604424657,0.0156490142
0.0900792666,0.7671002261,0.7428619163,0.7239550855,0.9041873924,0.6531241452,0.9625546234
0.5964641487,0.2352942517,0.1403213376,0.2536964715,0.2233372927,0.2045859732,0.1773679648
0.8020631950,0.6654154463,0.7759128371,0.9075747356,0.4344793018,0.2620143974,0.5924987849
0.2613937827,0.3203770444,0.3569652410,0.0700921547,0.6930918787,0.8144528810,0.2993167872
0.3653880600,0.8772563273,0.8221378596,0.3174022036,0.2893250687,0.8785247309,0.8945299331
0.8211156661,0.0969132576,0.3113944391,0.6597611336,0.5791819161,0.4513304755,0.2497853981
0.5305403620,0.5573097747,0.6678721840,0.0010153605,0.7590932259,0.0186574357,0.5203868831
0.0329560516,0.4647108437,0.2157211499,0.9761631908,0.1094912412,0.5924396571,0.3680127468
0.1613008119,0.7176753599,0.4043432102,0.7645420386,0.1320454851,0.7706076168,0.6733168010
0.6521865195,0.3120881775,0.9775869139,0.2270255508,0.9984404184,0.3365794262,0.4660717892
0.9494694900,0.8496335791,0.1212922893,0.5731626349,0.6623440702,0.1304749567,0.8031239295
0.4870432736,0.1322788205,0.5109430104,0.4184202580,0.4681864213,0.6954701701,0.0882493164
0.4613602320,0.8229730334,0.2575632250,0.8990279818,0.8162107915,0.3519327054,0.4255126929
0.9751742352,0.1677672910,0.8600999368,0.1230762592,0.0572396480,0.7869391907,0.7182674482
0.6728644622,0.7366691092,0.2241460262,0.7154157823,0.3464648072,0.7430424681,0.0514161922
0.1406007335,0.2687192280,0.6430898895,0.3066732446,0.5269410517,0.1770722978,0.8365418268
0.0111487349,0.5215463759,0.9535370339,0.4565268224,0.7311972557,0.4989046063,0.1418449199
0.5523083322,0.4915848058,0.4135005157,0.5526380101,0.3964204481,0.9251202093,0.9971001521
0.8457303392,0.9208386336,0.5491492357,0.1479071761,0.2008879418,0.6077949181,0.2716069259
0.3408122119,0.0776446396,0.0677052084,0.8612423530,0.9266522722,0.0349870576,0.6192330373
0.2827125499,0.6307278201,0.5947352890,0.6124674417,0.0870108791,0.2204273734,0.2142621204
0.7807832379,0.3483267231,0.0214954522,0.3962090481,0.7815271243,0.6679910654,0.9290756946
0.5703843636,0.8098051837,0.8781524878,0.8038542960,0.6172563117,0.8605600186,0.3403031332
0.1161196902,0.2151482217,0.4885054994,0.2048070095,0.2512352038,0.3091003066,0.5471208878
0.2367978981,0.9623592226,0.1785313776,0.0554643366,0.4906439101,0.1164184185,0.4940255508
0.6997142993,0.0547140092,0.6892710207,0.9671282433,0.6398720695,0.5571443569,0.6463386482
0.9014533358,0.5952935256,0.3329191757,0.3718437292,0.9603279205,0.9762856988,0.1240167422
0.4120343830,0.3758807397,0.7850663280,0.6507335175,0.1701124767,0.4160351604,0.7683340199
0.4153284868,0.6608470678,0.3726601098,0.4013494253,0.3143052403,0.0567242242,0.9450039389
0.8981365673,0.3181432663,0.7603538390,0.6214833464,0.5552101042,0.6168499803,0.1675682832
0.6876466023,0.7776681548,0.1558940839,0.2177291941,0.8445523232,0.9165839199,0.5631750803
0.2488886770,0.2472202070,0.7271809001,0.8050885126,0.0249160491,0.4757331396,0.2934910962
0.1194443265,0.9922949327,0.9162911316,0.9542020392,0.2330742115,0.1685342668,0.7237903895
0.5670981277,0.0248352364,0.4660972087,0.0542266294,0.8984175520,0.7198727131,0.3838552106
0.7686850680,0.5634621941,0.5707400842,0.6455894709,0.7027603565,0.8086745264,0.8459115904
0.2947728559,0.4077700814,0.0619534319,0.3628237452,0.4286563089,0.3609896284,0.0137280831
0.3284699013,0.8552929591,0.5265138512,0.1106385114,0.5889152568,0.4255497595,0.6713295300
0.8580347858,0.1353899809,0.1056169970,0.8982782615,0.2835592795,0.9984788857,0.4407085748
0.5558771091,0.7062453115,0.9932798771,0.3020173041,0.1191709228,0.5344324568,0.7894855896
0.0076183584,0.2990864757,0.3887899360,0.7068843739,0.7532585487,0.1083380599,0.0667379033
0.1282888958,0.5541719692,0.2001527268,0.5572899310,0.9887643429,0.2863865718,0.8886387367
0.6851993818,0.4590248223,0.6835497748,0.4650547402,0.1378761390,0.8524815245,0.2205173047
0.9787124796,0.8902312685,0.2957037743,0.8736764314,0.4584571635,0.6775039192,0.5106534222
0.4577993229,0.1083165416,0.8376935516,0.1486528171,0.6681063129,0.2426222758,0.3504052591
0.4981572814,0.9093317995,0.0832761051,0.6687809089,0.0473806607,0.8361573266,0.1398591539
0.9383781468,0.0647797752,0.5334738800,0.3225464588,0.8221027041,0.2710411455,0.9717374593
0.6478929799,0.5271299239,0.4291934157,0.9774011662,0.5171505054,0.1960170818,0.2579683028
0.1655712696,0.4948337572,0.9379838156,0.0139412964,0.3524098722,0.6299242452,0.5977203576
0.0440395270,0.7495682482,0.6275212839,0.2257916024,0.4062145408,0.9518755246,0.4196221670
0.5194184864,0.2802603329,0.2398237921,0.7516195858,0.7252481077,0.3779682228,0.6890009493
0.8168525994,0.8197584720,0.8444094472,0.4094041446,0.9365152828,0.0920158438,0.0416813754
0.3696889905,0.1622181367,0.2731187344,0.5680224663,0.1949924231,0.5190850785,0.8189339070
0.2568865754,0.6057246169,0.8007611334,0.8197194301,0.7913252721,0.7050136756,0.4764752686
0.8066082662,0.3878834806,0.3173602335,0.1581802163,0.0810581567,0.1527002724,0.6365403524
0.6077917647,0.9576530531,0.7048438229,0.5033406187,0.2610865338,0.3138963133,0.0946914135
0.0787132503,0.0525560630,0.1628502980,0.4745740928,0.6113720005,0.7625595061,0.7625076883
0.2070656661,0.7977681644,0.4728092896,0.2622281481,0.6300166566,0.5697586471,0.1928079128
0.7294455701,0.2046828633,0.8937099064,0.7286107577,0.4965317678,0.0106072519,0.9153725198
0.9349544793,0.6328513799,0.0059211263,0.0708416663,0.1603107229,0.4608759349,0.3148826836
0.3785341857,0.3529984951,0.6104149641,0.9200126920,0.9662846662,0.9007480629,0.5451984815
0.3999103382,0.7547167968,0.9747551372,0.5886233840,0.4139687996,0.7776338607,0.2803124124
0.9135469599,0.2242669435,0.3917488335,0.4339501821,0.7174936999,0.3300719587,0.6124961134
0.7352892179,0.6837936724,0.5040211035,0.7800871171,0.8817597516,0.1375012230,0.1485208962
0.2012535641,0.3410879616,0.1124218320,0.2425015140,0.2497473285,0.6889627250,0.9884558516
0.0727781560,0.5864154594,0.2987845186,0.0167278089,0.0083821686,0.8855508631,0.0601058835
0.6137565570,0.4307214376,0.8192911055,0.9919295479,0.8611014048,0.4448231347,0.8297900613
0.7850796543,0.9693502355,0.2068357449,0.3331838641,0.5406427002,0.0256835753,0.4322035108
0.2783857873,0.0018886337,0.6609347034,0.6754889451,0.3289183630,0.5859323237,0.7096389430
0.3443133757,0.6989156008,0.1255907286,0.9232805735,0.6847641114,0.6460980130,0.1170202699
0.8421990527,0.2917586742,0.7418001574,0.0858652452,0.4417840447,0.2110933140,0.7772681797
0.5097584594,0.8626121646,0.3463247623,0.7397433603,0.1525636464,0.2549882578,0.4851522790
0.0537294904,0.1427110918,0.7711271588,0.2694175532,0.9740309976,0.8209602144,0.6532739941
0.1753842290,0.8975590719,0.5852374947,0.4946955526,0.7678259546,0.5030341558,0.3333224561
0.6381118046,0.1156462505,0.0315277828,0.5273895552,0.1045578020,0.0768167665,0.5560698891
0.9638456814,0.5468508564,0.9271862684,0.1861506468,0.3000931619,0.3941438366,0.2053740071
0.4726586184,0.4517056188,0.4398841849,0.8359498838,0.5723661771,0.9669499109,0.9359952454
0.4519852279,0.5031986674,0.7021293268,0.3563829912,0.2096971581,0.1234141449,0.5855182363
0.9845579416,0.4709044062,0.1816189773,0.6352036120,0.9217953505,0.5506063718,0.3082658984
0.6637898618,0.9332525805,0.7937119566,0.0399192469,0.7418888016,0.9832814476,0.9536666349
0.1496668700,0.0887024654,0.3396091014,0.9516522614,0.3895281320,0.4094971977,0.1842876291
0.0291193249,0.8436878212,0.0245679887,0.7881418364,0.3689303417,0.2274229880,0.8643351449
0.5343464445,0.1861493951,0.6075781444,0.1890406338,0.5005841982,0.6614532070,0.0245832838
0.8640013402,0.7256455598,0.4951800043,0.5966857923,0.8366834000,0.8675556406,0.7363726869
0.3225327469,0.2563395500,0.8867830234,0.3804812552,0.0327846445,0.3025624556,0.4044941580
0.3044605283,0.9493501196,0.4143298166,0.1322013345,0.9496439742,0.4919089917,0.8118134923
0.7590265572,0.0442512203,0.9680432910,0.8454692364,0.1769971335,0.9316580677,0.0814974410
0.5924422825,0.6140227672,0.0727471868,0.4407385513,0.4818270346,0.6007992961,0.6800074941
0.0940702353,0.3961797254,0.5600531669,0.5369169544,0.6447365908,0.0415249085,0.4574431702
0.2233915897,0.6411562208,0.8745907396,0.6999465153,0.5967913028,0.3449369790,0.5290922411
0.7131119054,0.3613014305,0.2583774589,0.2911519837,0.2756825481,0.7934771758,0.3612757130
0.8883569753,0.7894719215,0.6539787240,0.8834914174,0.0645376854,0.7360467194,0.9012057846
0.4251392074,0.1963847112,0.2291725799,0.1075916290,0.8078915775,0.1836102605,0.2411409840
0.4259108519,0.5614353456,0.8515139688,0.9445270514,0.0302336346,0.9557094388,0.6769189499
0.8856019266,0.4683634257,0.2665554564,0.0328955660,0.8512128014,0.4053614428,0.4619832663
0.7161113294,0.8808936207,0.6306587663,0.6281629736,0.5624960698,0.0645920802,0.7990335068
0.2223760467,0.1010541171,0.2371054832,0.3492445787,0.3190278485,0.5152206728,0.0918495506
0.1007298613,0.8459543278,0.4220042741,0.3875240022,0.4233690919,0.8165461374,0.8981187306
0.5877665374,0.1281265132,0.9444629801,0.6038148245,0.6961304853,0.2593641952,0.2456835238
0.7639466850,0.7135078236,0.0801765500,0.1961523509,0.8911619550,0.2076634215,0.5163098117
0.2975569963,0.3084241552,0.5362296691,0.7951710233,0.2283822102,0.6495050099,0.3716263324
0.3253795868,0.9858860169,0.0012804559,0.5434664730,0.7540290747,0.5893088048,0.9667516230
0.8630773462,0.0165952975,0.6155358432,0.4473838918,0.1225050446,0.0222231634,0.1736306362
0.5355148138,0.5717011811,0.4721356584,0.8521014340,0.2862981856,0.4491685564,0.5887900591
0.0260285866,0.4141780417,0.8949858164,0.1387338359,0.5903115086,0.8811062668,0.3035424044
0.1544954414,0.6690870980,0.7095834855,0.1009653695,0.6673051203,0.7011187226,0.7494599996
0.6570389215,0.3245522100,0.1578279044,0.8769457061,0.4550926136,0.1252460210,0.3938385360
0.9915532647,0.7712601628,0.8014112096,0.2845927719,0.1351065664,0.3412590455,0.8676055968
0.4469127506,0.2389811324,0.3160612155,0.6933028810,0.9873376628,0.7663628729,0.0198574653
0.4721330218,0.8061296986,0.5773298638,0.2354646679,0.3590398589,0.1723984005,0.4977497738
0.9663546821,0.2109692302,0.0548672909,0.7729525417,0.5224375995,0.7472967487,0.6421280513
0.6348701473,0.6265640575,0.9190354506,0.4268287495,0.8267948283,0.7812811015,0.1198042454
0.1766420053,0.3446360091,0.4629785987,0.5816035550,0.0546361422,0.3571559191,0.7720563281
0.0473120976,0.5994382184,0.1494032592,0.6826044396,0.1883320678,0.0371432547,0.2179729920
0.5141919712,0.3795218589,0.7343655489,0.3402169030,0.9311975818,0.6052038455,0.9248517463
0.8370328769,0.9660156304,0.3698921986,0.9989760872,0.7205256149,0.9282605983,0.3361039879
0.3514629556,0.0588434134,0.7634493634,0.0238606781,0.3989284523,0.4953446006,0.5508565474
0.2757849954,0.7403521938,0.2906012759,0.2760535283,0.6147366660,0.3060285803,0.1459198454
0.7857576003,0.2728753611,0.8423607238,0.7462797137,0.2618876034,0.8641886907,0.9934848975
0.6123459544,0.8271443956,0.1988956891,0.0924185561,0.0824849596,0.6658882722,0.2680202741
0.0761111276,0.1714351466,0.6842494160,0.9299297510,0.7940947292,0.2230718536,0.6233365806
0.1966672260,0.9167168587,0.9982977780,0.8293944644,0.9629506674,0.4217466572,0.4296047846
0.7417979250,0.0739958612,0.3840386132,0.1795108495,0.1595400814,0.9711158890,0.7146693598
0.9063055888,0.5179128861,0.5278088385,0.5207670731,0.4951356314,0.5618869206,0.0478123743
0.4052288635,0.4874477424,0.1049547987,0.4881536933,0.6272776276,0.1122328006,0.8406282039
